date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_basement,yr_built
2014-12-01 00:00:00,437500,2.00,1.00,990,3120,1,7,200,1907
2015-03-01 00:00:00,252000,4.00,1.50,1550,19800,1,7,500,1969
2014-06-01 00:00:00,375000,4.00,1.75,2200,7475,1,7,1100,1955
2014-08-01 00:00:00,300000,4.00,2.50,1910,4862,2,7,0,2005
2014-10-01 00:00:00,420000,4.00,1.00,1750,9600,1.5,7,0,1954
2014-05-01 00:00:00,900000,3.00,1.00,1330,77972,1,7,0,1928
2014-08-01 00:00:00,679900,3.00,2.50,2440,5750,2,9,460,2000
2014-06-01 00:00:00,463000,3.00,2.50,1640,29970,2,7,0,1992
2014-08-01 00:00:00,380000,5.00,2.50,2760,11340,2,9,0,1978
2014-12-01 00:00:00,329500,4.00,2.50,1820,7912,2,7,0,1994
2014-08-01 00:00:00,604950,3.00,2.50,2110,5608,1,8,770,2013
2014-09-01 00:00:00,795000,5.00,2.50,3040,9570,1,8,1400,1966
2015-01-01 00:00:00,465000,3.00,2.00,1840,40438,2,7,0,1994
2015-03-01 00:00:00,673000,4.00,2.50,2990,10400,2,9,0,2002
2014-10-01 00:00:00,810000,4.00,2.50,3520,15420,2,10,0,1991
2015-04-01 00:00:00,785000,4.00,2.75,2440,69415,1,8,530,1989
2014-11-01 00:00:00,338000,4.00,3.00,2090,7500,1,7,720,1986
2014-12-01 00:00:00,280000,3.00,2.25,1430,7222,2,7,0,1993
2014-10-01 00:00:00,315000,4.00,2.25,2180,10754,1,7,1080,1954
2015-03-01 00:00:00,530000,4.00,2.25,2180,10754,1,7,1080,1954
2014-12-01 00:00:00,380000,5.00,3.00,3450,9914,2,9,0,2004
2014-08-01 00:00:00,297000,3.00,2.25,1450,7562,2,7,0,1994
2014-05-01 00:00:00,730000,4.00,2.50,3230,7331,2,10,0,2004
2014-06-01 00:00:00,450000,3.00,1.75,1640,13500,1,7,530,1940
2014-10-01 00:00:00,275000,3.00,3.00,1590,7750,1,7,530,1997
2015-04-01 00:00:00,595000,4.00,2.00,2020,2849,2,7,0,1960
2015-04-01 00:00:00,435000,3.00,1.50,1300,3348,1.5,7,0,1904
2014-09-01 00:00:00,270000,2.00,1.50,1380,209959,1,6,0,1954
2014-08-01 00:00:00,950000,3.00,3.00,4040,14338,2,10,1010,1986
2015-03-01 00:00:00,389000,4.00,2.25,2130,5337,2,7,0,2001
2015-01-01 00:00:00,560000,4.00,2.25,2550,7800,1,8,970,1968
2014-07-01 00:00:00,1350000,5.00,3.50,4800,14984,2,11,1320,1998
2014-11-01 00:00:00,799000,4.00,2.25,2510,11585,2,8,0,1969
2014-06-01 00:00:00,365500,3.00,2.00,1410,9600,1,7,0,1983
2014-05-01 00:00:00,252350,3.00,2.00,1650,7352,1,7,490,1979
2014-09-01 00:00:00,403950,4.00,2.50,2120,13780,2,8,0,1993
2014-08-01 00:00:00,385000,4.00,1.50,2040,10726,1,7,660,1954
2014-12-01 00:00:00,345000,4.00,1.00,1550,7620,1.5,7,0,1957
2014-09-01 00:00:00,490000,3.00,2.75,1980,3128,2,9,0,1979
2014-06-01 00:00:00,330000,3.00,2.50,1600,26977,2,8,0,2005
2014-05-01 00:00:00,927000,4.00,2.75,3300,12090,2,8,0,1953
2014-07-01 00:00:00,1120000,4.00,2.50,3840,16619,2,10,0,1983
2015-04-01 00:00:00,330000,2.00,1.00,1220,10000,1,7,0,1950
2015-03-01 00:00:00,530000,5.00,2.25,2720,8800,1,7,1220,1958
2014-06-01 00:00:00,365000,4.00,2.00,1940,25600,1,8,0,1962
2014-06-01 00:00:00,378750,3.00,2.50,2160,3000,1.5,7,900,1909
2014-06-01 00:00:00,269900,4.00,1.75,1530,8750,1.5,7,0,1968
2015-03-01 00:00:00,557000,3.00,3.50,1710,2096,2,8,420,2008
2014-08-01 00:00:00,360000,4.00,1.75,3730,16980,1,7,1580,1974
2015-04-01 00:00:00,352000,2.00,1.00,940,5000,1,7,0,1937
2015-02-01 00:00:00,437000,3.00,2.50,1750,22357,2,8,0,1994
2014-06-01 00:00:00,322500,4.00,2.50,1820,6753,2,7,0,1994
2014-09-01 00:00:00,650000,3.00,3.25,1510,2000,2,9,180,2001
2014-08-01 00:00:00,450000,3.00,2.00,1290,1213,3,8,0,2001
2015-04-01 00:00:00,278500,3.00,2.00,1570,5250,1,7,0,1998
2015-04-01 00:00:00,364950,4.00,2.50,1930,6957,2,8,0,1995
2014-09-01 00:00:00,840000,4.00,3.50,2840,40139,1,10,0,1986
2015-03-01 00:00:00,268000,3.00,2.50,1550,8134,2,7,0,1991
2014-07-01 00:00:00,517534,2.00,1.00,833,143947,1,5,0,2006
2014-11-01 00:00:00,632925,3.00,2.50,2990,32239,2,8,0,1978
2014-07-01 00:00:00,577500,3.00,2.50,2000,7251,2,9,0,1995
2015-02-01 00:00:00,339000,4.00,1.50,2390,7480,1.5,7,0,1920
2014-09-01 00:00:00,570000,3.00,1.75,2910,37461,1,7,1380,1967
2014-06-01 00:00:00,563500,4.00,1.75,2085,174240,1,7,475,1964
2015-01-01 00:00:00,423000,4.00,2.25,2200,9351,1,7,910,1962
2014-12-01 00:00:00,355000,3.00,2.25,1860,5028,2,8,0,2012
2014-07-01 00:00:00,1550000,5.00,4.25,6070,171626,2,12,0,1999
2014-12-01 00:00:00,482000,2.00,1.00,950,3960,1,7,0,1941
2014-07-01 00:00:00,625000,3.00,1.75,1600,9135,1,7,0,1955
2014-12-01 00:00:00,538000,3.00,2.50,2250,11632,2,8,0,1988
2015-01-01 00:00:00,380000,3.00,2.50,2280,10255,2,8,0,1985
2014-07-01 00:00:00,375000,2.00,1.00,940,5120,1,7,0,1909
2015-04-01 00:00:00,245000,3.00,2.50,1530,8500,1,7,500,1996
2014-11-01 00:00:00,310000,5.00,1.75,2190,27260,1,7,0,1947
2015-02-01 00:00:00,1300000,3.00,2.00,2350,15021,1,8,580,1976
2014-05-01 00:00:00,397000,4.00,2.00,1440,7680,1,7,240,1971
2015-05-01 00:00:00,365000,3.00,2.50,2200,4052,2,8,0,2005
2014-10-01 00:00:00,328500,4.00,3.00,2290,8250,2,9,0,1990
2014-09-01 00:00:00,988000,4.00,3.00,4040,19700,2,11,0,1987
2014-07-01 00:00:00,1000000,4.00,2.50,2610,3277,1.5,8,690,1922
2014-09-01 00:00:00,237000,3.00,2.50,1490,2138,2,7,0,2005
2014-09-01 00:00:00,525000,4.00,2.50,2450,5280,2,8,0,2003
2014-09-01 00:00:00,749000,4.00,2.50,1710,9627,1,9,270,1976
2014-08-01 00:00:00,722500,5.00,2.50,4870,11800,2,10,1400,1983
2015-03-01 00:00:00,843000,3.00,2.50,3130,8750,2,10,0,1991
2014-07-01 00:00:00,438000,2.00,2.00,1270,1372,3,8,0,2000
2014-09-01 00:00:00,578000,3.00,1.75,2120,10875,1,8,580,1977
2014-09-01 00:00:00,227950,3.00,1.50,1670,8230,1,7,0,1954
2014-07-01 00:00:00,196000,3.00,2.25,2070,11576,2,7,0,1974
2014-07-01 00:00:00,641000,2.00,1.00,1420,5332,1,8,350,1953
2015-04-01 00:00:00,350000,3.00,1.50,1250,219978,1,6,0,1980
2014-08-01 00:00:00,205000,3.00,1.00,940,7980,1,7,0,1960
2014-12-01 00:00:00,400000,3.00,1.75,1920,9102,1,7,0,1968
2014-11-01 00:00:00,1030000,3.00,2.50,3545,9816,1,10,935,2005
2015-03-01 00:00:00,505000,3.00,2.00,1260,5460,1,7,0,1972
2014-10-01 00:00:00,475000,5.00,2.50,2340,7200,1,7,1040,1975
2014-11-01 00:00:00,520000,3.00,2.25,2590,9263,1,8,1150,1977
2015-05-01 00:00:00,1450000,3.00,4.50,3970,24920,2,10,710,1977
2014-12-01 00:00:00,333500,3.00,1.75,1220,9732,1,7,0,1965
2015-02-01 00:00:00,232000,3.00,1.00,1400,10403,1,6,0,1976
2015-04-01 00:00:00,691100,3.00,2.75,2360,16117,1,8,650,1983
2014-10-01 00:00:00,811000,3.00,1.75,1870,9897,1,8,0,1960
2014-05-01 00:00:00,551000,3.00,2.50,2830,5802,2,9,0,2001
2015-01-01 00:00:00,496500,3.00,2.50,2260,3640,2,8,0,1994
2014-11-01 00:00:00,705000,3.00,3.00,1970,20978,2,9,200,1980
2014-06-01 00:00:00,578000,4.00,2.50,3140,9225,1,9,1370,1966
2015-01-01 00:00:00,255000,3.00,1.75,1240,8659,1,7,0,1986
2014-06-01 00:00:00,1050000,4.00,3.50,3450,7832,2,10,0,2007
2015-03-01 00:00:00,348000,3.00,2.25,2570,8491,2,8,0,1989
2014-11-01 00:00:00,230000,3.00,2.00,1510,3413,2,7,0,1985
2014-12-01 00:00:00,359500,4.00,2.25,2390,11250,2,9,0,1988
2014-11-01 00:00:00,330000,3.00,1.00,980,7000,1,6,0,1953
2014-05-01 00:00:00,80000,1.00,0.75,430,5050,1,4,0,1912
2014-12-01 00:00:00,465000,3.00,1.75,1480,6360,1,7,0,1954
2014-10-01 00:00:00,325000,4.00,2.50,1850,7324,2,8,0,1997
2015-01-01 00:00:00,340500,3.00,2.00,2270,28025,1,7,350,1947
2015-01-01 00:00:00,342500,3.00,2.50,1810,5192,2,8,0,1993
2014-06-01 00:00:00,290900,2.00,2.00,1610,17600,2,6,0,1930
2015-02-01 00:00:00,868700,3.00,4.25,3840,6161,2,10,0,2000
2014-11-01 00:00:00,1200000,4.00,2.75,4110,8400,2,9,980,1928
2014-10-01 00:00:00,1150000,4.00,3.25,4190,10259,2,11,1040,2000
2014-08-01 00:00:00,859900,4.00,2.75,3390,6298,2,9,0,2011
2014-08-01 00:00:00,520000,4.00,2.25,1890,3006,2,7,0,2003
2014-07-01 00:00:00,460000,3.00,2.50,1610,2527,2,9,530,2005
2014-09-01 00:00:00,438924,3.00,1.50,1050,4590,1,7,200,1949
2015-04-01 00:00:00,315000,2.00,1.00,630,6550,1,5,0,1918
2014-07-01 00:00:00,590000,4.00,2.75,2910,10650,1,8,1130,1975
2014-11-01 00:00:00,378500,4.00,1.75,1700,8640,1,7,850,1955
2014-06-01 00:00:00,328500,3.00,2.50,1950,8130,2,9,0,1990
2015-03-01 00:00:00,849950,3.00,3.00,2990,9773,2,8,0,1973
2014-10-01 00:00:00,525000,3.00,1.50,1350,6000,1,7,450,1950
2015-04-01 00:00:00,1390000,4.00,3.25,4860,181319,2.5,9,0,1993
2015-04-01 00:00:00,295000,4.00,2.50,2160,7725,1,8,700,1978
2014-07-01 00:00:00,1070000,6.00,3.50,4860,11793,2,11,1000,1998
2014-07-01 00:00:00,207950,2.00,2.00,890,5000,1,6,0,1917
2014-12-01 00:00:00,699900,4.00,2.75,2810,7302,2,9,0,2002
2015-02-01 00:00:00,1280000,5.00,2.50,3400,9500,2,8,0,1977
2014-11-01 00:00:00,452000,4.00,1.50,1580,7350,1,7,620,1963
2015-02-01 00:00:00,370000,3.00,2.00,1680,5036,1,7,0,1987
2015-01-01 00:00:00,232000,3.00,1.75,1300,11230,1,7,0,1968
2014-10-01 00:00:00,669950,5.00,2.50,2820,14062,2,7,440,1960
2014-06-01 00:00:00,397500,3.00,2.00,1510,6710,1,7,440,1972
2014-05-01 00:00:00,490000,2.00,2.50,1230,1391,2,8,360,2004
2015-01-01 00:00:00,725000,4.00,2.00,2110,4140,2,9,400,1925
2014-09-01 00:00:00,299000,3.00,2.75,3080,19635,1,7,1470,1958
2014-08-01 00:00:00,625000,2.00,1.50,1490,5750,1.5,7,300,1900
2014-11-01 00:00:00,437500,3.00,2.50,2120,4500,2,7,0,2000
2015-05-01 00:00:00,650000,4.00,2.50,3180,5438,2,9,0,2003
2014-05-01 00:00:00,475000,2.00,1.00,1490,3825,1,7,630,1929
2014-05-01 00:00:00,342000,3.00,2.00,1930,11947,1,8,0,1966
2014-10-01 00:00:00,1200000,4.00,2.50,2770,7800,2,10,0,1999
2015-02-01 00:00:00,280000,3.00,1.50,1670,11610,1,7,0,1963
2014-05-01 00:00:00,240000,2.00,1.75,1330,7200,1,7,0,1993
2014-05-01 00:00:00,529000,3.00,1.00,1210,3328,1.5,7,0,1924
2015-02-01 00:00:00,442000,3.00,1.00,1190,5100,1,7,160,1941
2014-05-01 00:00:00,615000,2.00,1.00,1540,6872,1,7,720,1946
2014-06-01 00:00:00,1490000,4.00,3.75,4030,10800,2,10,0,2006
2015-05-01 00:00:00,585000,4.00,1.75,2430,7559,1,8,850,1981
2015-03-01 00:00:00,480000,4.00,2.50,2600,7787,2,8,0,2005
2014-07-01 00:00:00,1100000,5.00,3.50,4410,57063,2,9,0,1990
2014-11-01 00:00:00,290000,4.00,1.00,1330,8184,1.5,7,0,1949
2014-08-01 00:00:00,615000,3.00,1.75,1900,5000,1,7,950,1951
2015-03-01 00:00:00,300000,2.00,1.00,1100,7680,1,7,0,1950
2014-10-01 00:00:00,308000,3.00,1.00,1980,39150,1.5,6,400,1932
2015-05-01 00:00:00,750000,3.00,2.50,2400,7745,2,9,0,2001
2014-11-01 00:00:00,2250000,4.00,2.25,4760,8036,2.5,9,1370,1916
2014-08-01 00:00:00,890000,4.00,3.25,3180,194278,2,10,0,2005
2015-03-01 00:00:00,288000,3.00,1.00,1190,7560,1,6,0,1958
2014-09-01 00:00:00,190000,2.00,1.00,630,6000,1,6,0,1943
2015-03-01 00:00:00,515000,5.00,3.00,2530,5105,1,8,1010,2005
2014-11-01 00:00:00,235000,4.00,1.50,1690,11054,1,5,0,1930
2014-08-01 00:00:00,275000,2.00,1.00,940,5000,1,6,0,1951
2014-11-01 00:00:00,727500,2.00,2.00,1240,9119,1,7,0,1952
2014-06-01 00:00:00,650000,4.00,2.50,3040,6587,2,7,0,2003
2014-06-01 00:00:00,1600000,6.00,5.00,6050,230652,2,11,0,2001
2014-11-01 00:00:00,365000,4.00,1.00,1590,7085,1.5,6,0,1944
2014-10-01 00:00:00,662000,3.00,1.75,2500,36947,1,9,0,1984
2015-04-01 00:00:00,270500,3.00,2.50,1780,7848,1,7,460,1978
2015-05-01 00:00:00,200000,2.00,1.50,1360,1898,2,7,0,1978
2015-02-01 00:00:00,970000,4.00,3.25,4740,76230,2,10,0,1987
2014-06-01 00:00:00,160000,3.00,1.50,1010,9600,1,7,0,1962
2015-02-01 00:00:00,204000,3.00,1.00,1040,7405,1,6,0,1971
2015-02-01 00:00:00,358000,3.00,2.25,1610,6655,2,7,0,1985
2015-05-01 00:00:00,452000,4.00,1.75,1570,8268,1,7,0,1979
2014-12-01 00:00:00,595000,2.00,2.00,1510,4000,1,7,500,1900
2015-04-01 00:00:00,249000,3.00,2.00,1360,6082,1,7,0,1994
2015-03-01 00:00:00,346900,4.00,2.50,1970,5106,2,8,0,1999
2015-02-01 00:00:00,2130000,3.00,2.50,5403,24069,2,12,0,1976
2014-10-01 00:00:00,280000,4.00,2.50,1560,4350,2,7,0,2003
2014-10-01 00:00:00,318888,4.00,1.75,2320,12000,1,8,50,1973
2014-09-01 00:00:00,530000,3.00,2.25,2120,40518,1,8,0,1967
2014-11-01 00:00:00,375000,3.00,2.25,2120,18500,2,8,0,1983
2015-04-01 00:00:00,910000,4.00,2.50,3350,29242,2,11,0,1988
2014-05-01 00:00:00,782000,4.00,2.50,2380,9614,2,10,0,1991
2015-03-01 00:00:00,259950,2.00,2.00,1070,649,2,9,350,2008
2014-09-01 00:00:00,315000,4.00,2.75,2300,18360,1,7,740,1979
2014-05-01 00:00:00,215000,2.00,1.00,1320,8865,1,6,0,1943
2014-07-01 00:00:00,705000,3.00,1.75,2180,10221,1,7,1040,1946
2014-10-01 00:00:00,1450000,3.00,3.00,4380,6320,2,10,800,1952
2015-05-01 00:00:00,451000,3.00,1.75,1790,9813,2,7,0,1949
2014-09-01 00:00:00,261000,2.00,1.00,750,8125,1,6,0,1943
2014-11-01 00:00:00,396000,3.00,1.50,1300,8280,1,7,0,1956
2014-07-01 00:00:00,725000,4.00,2.50,2990,29170,2,9,0,1999
2014-06-01 00:00:00,1950000,7.00,3.50,4640,15235,2,11,1780,1965
2014-07-01 00:00:00,238000,4.00,1.00,1400,7242,1.5,7,0,1959
2015-04-01 00:00:00,750000,6.00,1.75,2750,9563,2,8,0,1973
2014-10-01 00:00:00,331500,4.00,2.50,2050,10271,2,7,0,1998
2014-10-01 00:00:00,460000,4.00,3.00,2230,108900,1,7,820,1978
2014-07-01 00:00:00,404950,4.00,2.25,2340,217014,1,8,0,1982
2014-12-01 00:00:00,880000,3.00,2.50,2870,5163,2,9,0,2014
2014-06-01 00:00:00,863000,4.00,2.50,4120,22370,2,10,0,1997
2014-12-01 00:00:00,638700,3.00,1.75,2080,9162,1,7,710,1960
2014-07-01 00:00:00,435000,3.00,2.50,1840,5680,2,7,0,2008
2014-12-01 00:00:00,260000,3.00,1.00,1180,5350,1.5,6,0,1959
2014-08-01 00:00:00,671500,5.00,2.75,2160,4000,1.5,7,630,1927
2014-10-01 00:00:00,610000,3.00,1.00,1180,3400,1.5,8,0,1907
2014-12-01 00:00:00,405000,2.00,0.75,1160,15029,1,6,290,1937
2014-07-01 00:00:00,338900,4.00,2.50,1830,5612,2,7,0,2003
2015-01-01 00:00:00,720000,4.00,4.00,3200,7708,2,10,0,2004
2015-04-01 00:00:00,442000,5.00,3.00,2560,5445,1.5,7,800,1927
2014-06-01 00:00:00,650000,5.00,2.75,2550,5040,1.5,8,0,1902
2015-01-01 00:00:00,263500,3.00,1.75,1330,9917,1,7,290,1981
2014-12-01 00:00:00,300000,2.00,1.00,1220,75794,1,7,0,1963
2014-12-01 00:00:00,266000,3.00,2.50,1805,3402,2,7,0,2009
2014-12-01 00:00:00,930000,4.00,4.00,6050,84942,2.5,9,1900,2009
2015-01-01 00:00:00,530000,4.00,2.50,2320,5493,2,8,0,2004
2014-12-01 00:00:00,180000,3.00,1.00,1384,8960,1,6,0,1965
2014-05-01 00:00:00,619000,3.00,2.50,2720,6439,2,9,0,2005
2014-08-01 00:00:00,264000,3.00,1.50,1820,10608,1,7,0,1962
2014-07-01 00:00:00,730000,2.00,2.25,2130,4920,1.5,7,600,1941
2014-10-01 00:00:00,439000,4.00,2.25,2060,10070,2,7,0,1975
2014-11-01 00:00:00,268500,4.00,1.75,1420,7500,1,7,340,1981
2014-07-01 00:00:00,330000,3.00,1.75,1510,15744,1,7,0,1985
2014-08-01 00:00:00,640000,3.00,2.50,2160,4000,1.5,8,200,1903
2014-07-01 00:00:00,900000,3.00,2.50,3180,12600,2,11,0,1978
2014-09-01 00:00:00,370000,3.00,2.25,2110,13300,2,8,0,1985
2015-03-01 00:00:00,685000,3.00,2.00,2060,2900,1.5,8,730,1931
2014-09-01 00:00:00,505000,3.00,1.50,1830,217800,1,7,820,1981
2014-10-01 00:00:00,265000,3.00,1.75,1820,32666,1,7,0,1966
2015-03-01 00:00:00,290000,3.00,2.50,1610,2937,2,8,0,2006
2014-09-01 00:00:00,296000,4.00,2.50,1780,3600,2,7,0,2006
2015-02-01 00:00:00,360000,4.00,2.50,1840,9611,2,7,0,1996
2014-06-01 00:00:00,240500,3.00,1.75,1460,10584,1,7,470,1997
2014-07-01 00:00:00,372500,2.00,2.50,1400,2958,2,8,0,2007
2014-10-01 00:00:00,595000,3.00,2.50,3370,14402,2,9,0,2004
2014-10-01 00:00:00,515000,4.00,3.00,3590,8249,2,9,0,1997
2014-08-01 00:00:00,1220000,4.00,2.25,3200,15367,2,9,0,1962
